Búnaðarlög nhfn búnaðarlag
og c og
  
c x c
  
og c og
  
sýningarhald nven sýningarhald
  
nven nkeog nven
  
sýningarhald nven sýningarhald
  
. . .
  
. . .
  
. . .
  
Sláturleyfishöfum nhfþ sláturleyfishöfi
  
nhfþ nhen nhfþ
  
sláturleyfishöfi nheþ sláturleyfishöfi
  
er sfg3en vera
  
sfg3en nkeog sfg3en
  
vera sng vera
  
skylt lhensf skyldur
  
lhensf sfg3eþ lhensf
  
skyldur nvfo skylda
  
að cn að
  
cn e cn
  
að cn að
  
láta sng láta
  
sng nven sng
  
láta sng láta
  
í aþ í
  
aþ nhen aþ
  
í aþ í
  
té nheo té
  
nheo sng nheo
  
té nheo té
  
aðstöðu nveo aðstaða
  
nveo sng nveo
  
aðstaða nven aðstaða
  
til ae til
  
ae sng ae
  
til ae til
  
þess fphee það
  
fphee sng fphee
  
það fphen það
  
að cn að
  
cn e cn
  
að cn að
  
framkvæma sng framkvæma
  
sng nven sng
  
framkvæma sng framkvæma
  
nauðsynlegar lvfnsf nauðsynlegur
  
lvfnsf sfg3eþ lvfnsf
  
nauðsynlegur lkensf nauðsynlegur
  
athuganir nvfn athugun
  
nvfn nheo nvfn
  
athugun nven athugun
  
á aþ á
  
aþ nhen aþ
  
á aþ á
  
afurðum nvfþ afurða
  
nvfþ nhen nvfþ
  
afurða nvfe afurð
  
, , ,
  
, , ,
  
, , ,
  
enda c enda
  
c x c
  
enda c enda
  
sé svg3en vera
  
svg3en nkeog svg3en
  
vera sng vera
  
þeim fphfþ það
  
fphfþ nhen fphfþ
  
það fphen það
  
gert ssg gera
  
ssg nkeo ssgur
  
gera sng gera
  
viðvart lhensf viðvart
  
lhensf sfg3eþ lhensf
  
viðvart lhensf viðvart
  
um ao um
  
ao sng ao
  
um ao um
  
þær fpvfn hún
  
fpvfn nheo fpvfn
  
hún fpven hún
  
við ao við
  
ao sng ao
  
við ao við
  
gerð nven gerð
  
nven nkeog nven
  
gerð nven gerð
  
áætlana nvfe áætlun
  
nvfe sng nvfe
  
áætlun nven áætlun
  
um ao um
  
ao sng ao
  
um ao um
  
slátrun nven slátrun
  
nven nkeog nven
  
slátrun nven slátrun
  
í aþ í
  
aþ nhen aþ
  
í aþ í
  
viðkomandi lkenof viðkomandi
  
lkenof nhen lkenof
  
viðkomandi lkenof viðkomandi
  
húsi nheþ hús
  
nheþ nhen nheþ
  
hús nhen hús
  
. . .
  
. . .
  
. . .
  
14. ta 14.
  
ta nven ta
  
14 ta 14
  
. . .
  
gr. nven grein
  
nven nkeog nven
  
grein nven grein
  
Útflutningur nken útflutningur
  
nken nkeog nken
  
útflutningur nken útflutningur
  
búfjár nhee búfé
  
nhee sng nhee
  
búfé nhen búfé
  
. . .
  
. . .
  
. . .
  
Útflutningur nken útflutningur
  
nken nkeog nken
  
útflutningur nken útflutningur
  
búfjár nhee búfé
  
nhee sng nhee
  
búfé nhen búfé
  
er sfg3en vera
  
sfg3en nkeog sfg3en
  
vera sng vera
  
heimill lkensf heimill
  
lkensf sfg3eþ lkensf
  
heimill lkensf heimill
  
án ae án
  
ae sng ae
  
án ae án
  
sérstakra lkfesf sérstakur
  
lkfesf sfg3eþ lkfesf
  
sérstakur lkensf sérstakur
  
leyfa sng leyfa
  
sng nven sng
  
leyfa sng leyfa
  
nema c nema
  
c x c
  
nema c nema
  
þegar c þegar
  
c x c
  
þegar c þegar
  
um ao um
  
ao sng ao
  
um ao um
  
er sfg3en vera
  
sfg3en nkeog sfg3en
  
vera sng vera
  
að cn að
  
cn e cn
  
að cn að
  
ræða sng ræða
  
sng nven sng
  
ræða sng ræða
  
úrvalskynbótagripi nkfo úrvalskynbótagripur
  
nkfo sng nkfo
  
úrvalskynbótagripur nken úrvalskynbótagripur
  
. . .
  
. . .
  
. . .
  
[ [ [
  
[ [ [
  
[ [ [
  
Ráðherra nken ráðherra
  
nken nkeog nken
  
ráðherra nken ráðherra
  
] ] ]
  
] ] ]
  
] ] ]
  
1 ta 1
  
ta nven ta
  
1 ta 1
  
) ) )
  
) ) )
  
) ) )
  
skal sfg3en skulu
  
sfg3en nkeog sfg3en
  
skulu sfg3fn skulu
  
með aþ með
  
aþ nhen aþ
  
með aþ með
  
reglugerð nven reglugerð
  
nven nkeog nven
  
reglugerð nven reglugerð
  
setja sng setja
  
sng nven sng
  
setja sng setja
  
nánari lvenvm náinn
  
lvenvm nhfþ lvenvm
  
náinn lkensf náinn
  
reglur nvfn regla
  
nvfn nheo nvfn
  
regla nven regla
  
þar aa þar
  
aa nkfo aur
  
þar aa þar
  
um ao um
  
ao sng ao
  
um ao um
  
að cn að
  
cn e cn
  
að cn að
  
fenginni lveþsf fenginn
  
lveþsf sfg3eþ lveþsf
  
fenginn sþgken fá
  
umsögn nven umsögn
  
nven nkeog nven
  
umsögn nven umsögn
  
viðkomandi lkenof viðkomandi
  
lkenof nhen lkenof
  
viðkomandi lkenof viðkomandi
  
fagráðs nhee fagráð
  
nhee sng nhee
  
fagráð nhen fagráð
  
, , ,
  
, , ,
  
, , ,
  
m. ae meðal
  
ae sng ae
  
meðal ae meðal
  
a. fohee annar
  
fohee sng fohee
  
annar foken annar
  
um ao um
  
ao sng ao
  
um ao um
  
forkaupsrétt nven forkaupsrétt
  
nven nkeog nven
  
forkaupsrétt nven forkaupsrétt
  
innlendra lkfesf innlendur
  
lkfesf sfg3eþ lkfesf
  
innlendur lkensf innlendur
  
aðila nkfe aðili
  
nkfe sng nkfe
  
aðili nken aðili
  
. . .
  
. . .
  
. . .
  
Þá aa þá
  
aa nkfo aur
  
þá aa þá
  
getur sfg3en geta
  
sfg3en nkeog sfg3en
  
geta sfg3fn geta
  
hann fpken hann
  
fpken nkeog fpken
  
hann fpken hann
  
sett ssg setja
  
ssg nkeo ssgur
  
setja sng setja
  
skilyrði nhen skilyrði
  
nhen nkeog nhen
  
skilyrði nhen skilyrði
  
um ao um
  
ao sng ao
  
um ao um
  
ástand nhen ástand
  
nhen nkeog nhen
  
ástand nhen ástand
  
og c og
  
c x c
  
og c og
  
meðferð nven meðferð
  
nven nkeog nven
  
meðferð nven meðferð
  
búfjárins nkeeg búfjárins
  
nkeeg lvensf nkeegur
  
búfjárins nkeeg búfjárins
  
. . .
  
. . .
  
. . .
  
1 ta 1
  
ta nven ta
  
1 ta 1
  
) ) )
  
) ) )
  
) ) )
  
L. nken-s l.
  
nken-s nhee nken-s
  
l. nhfe lag
  
126/2011 ta 126
  
ta nven ta
  
126 ta 126
  
, , ,
  
, , ,
  
, , ,
  
273. ta 273.
  
ta nven ta
  
273 ta 273
  
. . .
  
gr. nven grein
  
nven nkeog nven
  
grein nven grein
  
15. ta 15.
  
ta nven ta
  
15 ta 15
  
. . .
  
gr. nven grein
  
nven nkeog nven
  
grein nven grein
  
Stofnverndarsjóður nken stofnverndarsjóður
  
nken nkeog nken
  
stofnverndarsjóður nken stofnverndarsjóður
  
. . .
  
. . .
  
. . .
  
Starfrækja sng starfrækja
  
sng nven sng
  
starfrækja sng starfrækja
  
skal sfg3en skulu
  
sfg3en nkeog sfg3en
  
skulu sfg3fn skulu
  
sérstakan lkeosf sérstakur
  
lkeosf sfg3eþ lkeosf
  
sérstakur lkensf sérstakur
  
sjóð nkeo sjóður
  
nkeo sng nkeo
  
sjóður nken sjóður
  
, , ,
  
, , ,
  
, , ,
  
stofnverndarsjóð nkeo stofnverndarsjóður
  
nkeo sng nkeo
  
stofnverndarsjóður nken stofnverndarsjóður
  
, , ,
  
, , ,
  
, , ,
  
til ae til
  
ae sng ae
  
til ae til
  
þess fphee það
  
fphee sng fphee
  
það fphen það
  
að cn að
  
cn e cn
  
að cn að
  
veita sng veita
  
sng nven sng
  
veita sng veita
  
lán nhen lán
  
nhen nkeog nhen
  
lán nhen lán
  
eða c eða
  
c x c
  
eða c eða
  
styrki nkfo styrkur
  
nkfo sng nkfo
  
styrkur nken styrkur
  
til ae til
  
ae sng ae
  
til ae til
  
kaupa sng kaupa
  
sng nven sng
  
kaupa sng kaupa
  
á aþ á
  
aþ nhen aþ
  
á aþ á
  
sérstökum lhfþsf sérstakur
  
lhfþsf sfg3eþ lhfþsf
  
sérstakur lkensf sérstakur
  
úrvalskynbótagripum nkfþ úrvalskynbótagripur
  
nkfþ nhen nkfþ
  
úrvalskynbótagripur nken úrvalskynbótagripur
  
sem c sem
  
c x c
  
sem c sem
  
annars aa annars
  
aa nkfo aur
  
annars aa annars
  
kynnu svg3fþ kunna
  
svg3fþ nhen svg3fþ
  
kunna sng kunna
  
að cn að
  
cn e cn
  
að cn að
  
verða sng verða
  
sng nven sng
  
verða sng verða
  
fluttir sfg3en flutta
  
sfg3en nkeog sfg3en
  
flutta sng flutta
  
úr aþ úr
  
aþ nhen aþ
  
úr aþ úr
  
landi nheþ land
  
nheþ nhen nheþ
  
land nhen land
  
. . .
  
. . .
  
. . .
  
Jafnframt aa jafnframt
  
aa nkfo aur
  
jafnframt aa jafnframt
  
má sfg3en mega
  
sfg3en nkeog sfg3en
  
mega sng mega
  
veita sng veita
  
sng nven sng
  
veita sng veita
  
úr aþ úr
  
aþ nhen aþ
  
úr aþ úr
  
sjóðnum nkeþg sjóður
  
nkeþg nkeo nkeþgur
  
sjóður nken sjóður
  
fé nhen fé
  
nhen nkeog nhen
  
fé nhen fé
  
til ae til
  
ae sng ae
  
til ae til
  
þróunarverkefna nhfe þróunarverkefni
  
nhfe sng nhfe
  
þróunarverkefni nhfn þróunarverkefni
  
í aþ í
  
aþ nhen aþ
  
í aþ í
  
viðkomandi lkenof viðkomandi
  
lkenof nhen lkenof
  
viðkomandi lkenof viðkomandi
  
búgreinum nvfþ búgrein
  
nvfþ nhen nvfþ
  
búgrein nven búgrein
  
. . .
  
. . .
  
. . .
  
Sjóðnum nkeþg sjóður
  
nkeþg nkeo nkeþgur
  
sjóður nken sjóður
  
skal sfg3en skulu
  
sfg3en nkeog sfg3en
  
skulu sfg3fn skulu
  
skipt ssg skipta
  
ssg nkeo ssgur
  
skipta sng skipta
  
í aþ í
  
aþ nhen aþ
  
í aþ í
  
deildir nvfn deild
  
nvfn nheo nvfn
  
deild nven deild
  
eftir aþ eftir
  
aþ nhen aþ
  
eftir aþ eftir
  
búfjártegundum nvfþ búfjártegund
  
nvfþ nhen nvfþ
  
búfjártegund nven búfjártegund
  
og c og
  
c x c
  
og c og
  
fer sfg3en fara
  
sfg3en nkeog sfg3en
  
fara sng fara
  
fagráð nhen fagráð
  
nhen nkeog nhen
  
fagráð nhen fagráð
  
með aþ með
  
aþ nhen aþ
  
með aþ með
  
stjórn nven stjórn
  
nven nkeog nven
  
stjórn nven stjórn
  
hlutaðeigandi lkenof hlutaðeigandi
  
lkenof nhen lkenof
  
hlutaðeigandi lkenof hlutaðeigandi
  
deildar nvee deild
  
nvee sng nvee
  
deild nven deild
  
. . .
  
. . .
  
. . .
  
16. ta 16.
  
ta nven ta
  
16 ta 16
  
. . .
  
gr. nven grein
  
nven nkeog nven
  
grein nven grein
  
[ [ [
  
[ [ [
  
[ [ [
  
Erfðanefnd nven erfðanefnd
  
nven nkeog nven
  
erfðanefnd nven erfðanefnd
  
landbúnaðarins nkeeg landbúnaður
  
nkeeg lvensf nkeegur
  
landbúnaður nken landbúnaður
  
. . .
  
. . .
  
. . .
  
[ [ [
  
[ [ [
  
[ [ [
  
Ráðherra nken ráðherra
  
nken nkeog nken
  
ráðherra nken ráðherra
  
] ] ]
  
] ] ]
  
] ] ]
  
1 ta 1
  
ta nven ta
  
1 ta 1
  
) ) )
  
) ) )
  
) ) )
  
skipar sfg3en skipa
  
sfg3en nkeog sfg3en
  
skipa nhfe skip
  
sjö tfkfo sjö
  
tfkfo sng tfkfo
  
sjö tfkfo sjö
  
menn nkfn maður
  
nkfn nheo nkfn
  
maður nken maður
  
og c og
  
c x c
  
og c og
  
jafnmarga lkenof jafnmargur
  
lkenof nhen lkenof
  
jafnmargur lkensf jafnmargur
  
til ae til
  
ae sng ae
  
til ae til
  
vara sng vara
  
sng nven sng
  
vara sng vara
  
í aþ í
  
aþ nhen aþ
  
í aþ í
  
erfðanefnd nven erfðanefnd
  
nven nkeog nven
  
erfðanefnd nven erfðanefnd
  
landbúnaðarins nkeeg landbúnaður
  
nkeeg lvensf nkeegur
  
landbúnaður nken landbúnaður
  
að cn að
  
cn e cn
  
að cn að
  
fengnum sfg1fn fengna
  
sfg1fn nheo sfg1fn
  
fengna sng fengna
  
tilnefningum nvfþ tilnefninga
  
nvfþ nhen nvfþ
  
tilnefninga nkfo tilnefningur
  
frá aþ frá
  
aþ nhen aþ
  
frá aþ frá
  
Bændasamtökum nhfþ bændasamtök
  
nhfþ nhen nhfþ
  
bændasamtök nhfn bændasamtök
  
Íslands nhee-s ísland
  
nhee-s nhee nhee-s
  
ísland nhen ísland
  
, , ,
  
, , ,
  
, , ,
  
[ [ [
  
[ [ [
  
[ [ [
  
Landbúnaðarháskóla nkeþ landbúnaðarháskóli
  
nkeþ nhen nkeþ
  
landbúnaðarháskóli nkeþ landbúnaðarháskólur
  
Íslands nhee-s ísland
  
nhee-s nhee nhee-s
  
ísland nhen ísland
  
, , ,
  
, , ,
  
, , ,
  
sem c sem
  
c x c
  
sem c sem
  
tilnefnir sfg3en tilnefna
  
sfg3en nkeog sfg3en
  
tilnefna sng tilnefna
  
tvo tfkfo tveir
  
tfkfo sng tfkfo
  
tveir tfkfn tveir
  
menn nkfn maður
  
nkfn nheo nkfn
  
maður nken maður
  
] ] ]
  
] ] ]
  
] ] ]
  
, , ,
  
, , ,
  
, , ,
  
2 ta 2
  
ta nven ta
  
2 ta 2
  
) ) )
  
) ) )
  
) ) )
  
[ [ [
  
[ [ [
  
[ [ [
  
Skógræktinni nveþg skógrækt
  
nveþg nkeo nveþgur
  
skógrækt nven skógrækt
  
] ] ]
  
] ] ]
  
] ] ]
  
, , ,
  
, , ,
  
, , ,
  
3 ta 3
  
ta nven ta
  
3 ta 3
  
) ) )
  
) ) )
  
) ) )
  
[ [ [
  
[ [ [
  
[ [ [
  
Hafrannsóknastofnun nveo-s hafrannsóknastofnun
  
nveo-s nhee nveo-s
  
hafrannsóknastofnun nven hafrannsóknastofnun
  
] ] ]
  
] ] ]
  
] ] ]
  
4 ta 4
  
ta nven ta
  
4 ta 4
  
) ) )
  
) ) )
  
) ) )
  
og c og
  
c x c
  
og c og
  
Náttúrufræðistofnun nven náttúrufræðistofnun
  
nven nkeog nven
  
náttúrufræðistofnun nven náttúrufræðistofnun
  
Íslands nhee-s ísland
  
nhee-s nhee nhee-s
  
ísland nhen ísland
  
. . .
  
. . .
  
. . .
  
Ráðherra nken ráðherra
  
nken nkeog nken
  
ráðherra nken ráðherra
  
skipar sfg3en skipa
  
sfg3en nkeog sfg3en
  
skipa nhfe skip
  
formann nkeo formaður
  
nkeo sng nkeo
  
formaður nken formaður
  
nefndarinnar nveeg nefnd
  
nveeg lvensf nveegur
  
nefnd nveþ nefnd
  
án ae án
  
ae sng ae
  
án ae án
  
tilnefningar nvfn tilnefning
  
nvfn nheo nvfn
  
tilnefning nven tilnefning
  
. . .
  
. . .
  
. . .
  
Nefndin nveng nefnd
  
nveng lvensf nvengur
  
nefnd nveþ nefnd
  
skal sfg3en skulu
  
sfg3en nkeog sfg3en
  
skulu sfg3fn skulu
  
skipuð sþgven skipa
  
sþgven nkeog sþgven
  
skipa nhfe skip
  
til ae til
  
ae sng ae
  
til ae til
  
þriggja tfhfe þrír
  
tfhfe sng tfhfe
  
þrír tfkfn þrír
  
ára nhfe ár
  
nhfe sng nhfe
  
ár nhfn ár
  
í aþ í
  
aþ nhen aþ
  
í aþ í
  
senn aa senn
  
aa nkfo aur
  
senn aa senn
  
. . .
  
. . .
  
. . .
  
Helstu lhfnve heldri
  
lhfnve sng lhfnve
  
heldri lkfnvm heldri
  
verkefni nhfn verkefni
  
nhfn nheo nhfn
  
verkefni nhfn verkefni
  
nefndarinnar nveeg nefnd
  
nveeg lvensf nveegur
  
nefnd nveþ nefnd
  
eru sfg3fn vera
  
sfg3fn nheo sfg3fn
  
vera sng vera
  
: : :
  
: : :
  
: : :
  
a. fohee annar
  
fohee sng fohee
  
annar foken annar
  
að cn að
  
cn e cn
  
að cn að
  
annast snm anna
  
snm nhfþ snm
  
anna nvfe önn
  
samráð nhen samráð
  
nhen nkeog nhen
  
samráð nhen samráð
  
innan aa innan
  
aa nkfo aur
  
innan aa innan
  
lands nhee land
  
nhee sng nhee
  
land nhen land
  
um ao um
  
ao sng ao
  
um ao um
  
varðveislu nveþ varðveisla
  
nveþ nhen nveþ
  
varðveisla nven varðveisla
  
erfðaauðlinda nvfe erfðaauðlind
  
nvfe sng nvfe
  
erfðaauðlind nven erfðaauðlind
  
í aþ í
  
aþ nhen aþ
  
í aþ í
  
landbúnaði nkeþ landbúnaður
  
nkeþ nhen nkeþ
  
landbúnaður nken landbúnaður
  
, , ,
  
, , ,
  
, , ,
  
b. nheo bil
  
nheo sng nheo
  
bil nhen bil
  
að cn að
  
cn e cn
  
að cn að
  
hvetja sng hvetja
  
sng nven sng
  
hvetja sng hvetja
  
til ae til
  
ae sng ae
  
til ae til
  
rannsókna nvfe rannsókn
  
nvfe sng nvfe
  
rannsókn nven rannsókn
  
á aþ á
  
aþ nhen aþ
  
á aþ á
  
sviði nken sviði
  
nken nkeog nken
  
sviði nken sviði
  
erfðaauðlinda nvfe erfðaauðlind
  
nvfe sng nvfe
  
erfðaauðlind nven erfðaauðlind
  
í aþ í
  
aþ nhen aþ
  
í aþ í
  
landbúnaði nkeþ landbúnaður
  
nkeþ nhen nkeþ
  
landbúnaður nken landbúnaður
  
, , ,
  
, , ,
  
, , ,
  
c. x c.
  
x nhen x
  
c. x c.
  
að cn að
  
cn e cn
  
að cn að
  
stuðla sng stuðla
  
sng nven sng
  
stuðla sng stuðla
  
að cn að
  
cn e cn
  
að cn að
  
miðlun nven miðlun
  
nven nkeog nven
  
miðlun nven miðlun
  
þekkingar nvee þekking
  
nvee sng nvee
  
þekking nven þekking
  
um ao um
  
ao sng ao
  
um ao um
  
erfðaauðlindir nvfn erfðaauðlind
  
nvfn nheo nvfn
  
erfðaauðlind nven erfðaauðlind
  
og c og
  
c x c
  
og c og
  
gildi nheo gildi
  
nheo sng nheo
  
gildi nheo gildi
  
þeirra fpkfe hann
  
fpkfe sng fpkfe
  
hann fpken hann
  
, , ,
  
, , ,
  
, , ,
  
jafnt aa jafnt
  
aa nkfo aur
  
jafnt aa jafnt
  
með aþ með
  
aþ nhen aþ
  
með aþ með
  
kennslu nveo kennsla
  
nveo sng nveo
  
kennsla nven kennsla
  
sem c sem
  
c x c
  
sem c sem
  
upplýsingagjöf nven upplýsingagjöf
  
nven nkeog nven
  
upplýsingagjöf nven upplýsingagjöf
  
til ae til
  
ae sng ae
  
til ae til
  
almennings nkee almenningur
  
nkee sng nkee
  
almenningur nken almenningur
  
, , ,
  
, , ,
  
, , ,
  
d. nhee dæmi
  
nhee sng nhee
  
dæmi nhen dæmi
  
að cn að
  
cn e cn
  
að cn að
  
veita sng veita
  
sng nven sng
  
veita sng veita
  
hagsmunaaðilum nkfþ hagsmunaaðili
  
nkfþ nhen nkfþ
  
hagsmunaaðili nken hagsmunaaðili
  
og c og
  
c x c
  
og c og
  
stjórnvöldum nhfþ stjórnvald
  
nhfþ nhen nhfþ
  
stjórnvald nhen stjórnvald
  
ráðgjöf nven ráðgjöf
  
nven nkeog nven
  
ráðgjöf nven ráðgjöf
  
um ao um
  
ao sng ao
  
um ao um
  
varðveislu nveþ varðveisla
  
nveþ nhen nveþ
  
varðveisla nven varðveisla
  
og c og
  
c x c
  
og c og
  
nýtingu nveþ nýting
  
nveþ nhen nveþ
  
nýting nven nýting
  
erfðaauðlinda nvfe erfðaauðlind
  
nvfe sng nvfe
  
erfðaauðlind nven erfðaauðlind
  
í aþ í
  
aþ nhen aþ
  
í aþ í
  
landbúnaði nkeþ landbúnaður
  
nkeþ nhen nkeþ
  
landbúnaður nken landbúnaður
  
, , ,
  
, , ,
  
, , ,
  
e. sfg3en vera
  
sfg3en nkeog sfg3en
  
vera sng vera
  
að cn að
  
cn e cn
  
að cn að
  
annast snm anna
  
snm nhfþ snm
  
anna nvfe önn
  
samskipti nhfn samskipti
  
nhfn nheo nhfn
  
samskipti nhfn samskipti
  
við ao við
  
ao sng ao
  
við ao við
  
erlenda lhenvf erlendur
  
lhenvf sfg3eþ lhenvf
  
erlendur lkensf erlendur
  
aðila nkfe aðili
  
nkfe sng nkfe
  
aðili nken aðili
  
á aþ á
  
aþ nhen aþ
  
á aþ á
  
þessu faheþ þessi
  
faheþ nhen faheþ
  
þessi faven þessi
  
sviði nken sviði
  
nken nkeog nken
  
sviði nken sviði
  
í aþ í
  
aþ nhen aþ
  
í aþ í
  
samstarfi nheþ samstarf
  
nheþ nhen nheþ
  
samstarf nhen samstarf
  
við ao við
  
ao sng ao
  
við ao við
  
tengiliði nheþ tengilið
  
nheþ nhen nheþ
  
tengilið nheng tengili
  
Íslands nhee-s ísland
  
nhee-s nhee nhee-s
  
ísland nhen ísland
  
hjá aþ hjá
  
aþ nhen aþ
  
hjá aþ hjá
  
alþjóðastofnunum nvfþ alþjóðastofnun
  
nvfþ nhen nvfþ
  
alþjóðastofnun nven alþjóðastofnun
  
. . .
  
. . .
  
. . .
  
[ [ [
  
[ [ [
  
[ [ [
  
Ráðherra nken ráðherra
  
nken nkeog nken
  
ráðherra nken ráðherra
  
] ] ]
  
] ] ]
  
] ] ]
  
1 ta 1
  
ta nven ta
  
1 ta 1
  
) ) )
  
) ) )
  
) ) )
  
setur sfg3en setja
  
sfg3en nkeog sfg3en
  
setja sng setja
  
reglugerð nven reglugerð
  
nven nkeog nven
  
reglugerð nven reglugerð
  
þar aa þar
  
aa nkfo aur
  
þar aa þar
  
sem c sem
  
c x c
  
sem c sem
  
nánar aam náið
  
aam nhfþ aam
  
náið lhensf náinn
  
er sfg3en vera
  
sfg3en nkeog sfg3en
  
vera sng vera
  
kveðið ssg kveða
  
ssg nkeo ssgur
  
kveða sng kveða
  
á aþ á
  
aþ nhen aþ
  
á aþ á
  
um ao um
  
ao sng ao
  
um ao um
  
verkefni nhfn verkefni
  
nhfn nheo nhfn
  
verkefni nhfn verkefni
  
nefndarinnar nveeg nefnd
  
nveeg lvensf nveegur
  
nefnd nveþ nefnd
  
og c og
  
c x c
  
og c og
  
nauðsynlegar lvfnsf nauðsynlegur
  
lvfnsf sfg3eþ lvfnsf
  
nauðsynlegur lkensf nauðsynlegur
  
ráðstafanir nvfn ráðstöfun
  
nvfn nheo nvfn
  
ráðstöfun nven ráðstöfun
  
til ae til
  
ae sng ae
  
til ae til
  
framkvæmdar nvee framkvæmd
  
nvee sng nvee
  
framkvæmd nven framkvæmd
  
á aþ á
  
aþ nhen aþ
  
á aþ á
  
ákvæðum nhfþ ákvæði
  
nhfþ nhen nhfþ
  
ákvæði nhfn ákvæði
  
þessarar favee þessi
  
favee sng favee
  
þessi faven þessi
  
greinar nvfn grein
  
nvfn nheo nvfn
  
grein nven grein
  
. . .
  
. . .
  
. . .
  
] ] ]
  
] ] ]
  
] ] ]
  
5 ta 5
  
ta nven ta
  
5 ta 5
  
) ) )
  
) ) )
  
) ) )
  
1 ta 1
  
ta nven ta
  
1 ta 1
  
) ) )
  
) ) )
  
) ) )
  
L. nken-s l.
  
nken-s nhee nken-s
  
l. nhfe lag
  
126/2011 ta 126
  
ta nven ta
  
126 ta 126
  
, , ,
  
, , ,
  
, , ,
  
273. ta 273.
  
ta nven ta
  
273 ta 273
  
. . .
  
gr. nven grein
  
nven nkeog nven
  
grein nven grein
  
2 ta 2
  
ta nven ta
  
2 ta 2
  
) ) )
  
) ) )
  
) ) )
  
L. nken-s l.
  
nken-s nhee nken-s
  
l. nhfe lag
  
79/2004 ta 79
  
ta nven ta
  
79 ta 79
  
, , ,
  
, , ,
  
, , ,
  
5. ta 5.
  
ta nven ta
  
5 ta 5
  
. . .
  
gr. nven grein
  
nven nkeog nven
  
grein nven grein
  
3 ta 3
  
ta nven ta
  
3 ta 3
  
) ) )
  
) ) )
  
) ) )
  
L. nken-s l.
  
nken-s nhee nken-s
  
l. nhfe lag
  
60/2016 ta 60
  
ta nven ta
  
60 ta 60
  
, , ,
  
, , ,
  
, , ,
  
13. ta 13.
  
ta nven ta
  
13 ta 13
  
. . .
  
gr. nven grein
  
nven nkeog nven
  
grein nven grein
  
4 ta 4
  
ta nven ta
  
4 ta 4
  
) ) )
  
) ) )
  
) ) )
  
L. nken-s l.
  
nken-s nhee nken-s
  
l. nhfe lag
  
113/2015 ta 113
  
ta nven ta
  
113 ta 113
  
, , ,
  
, , ,
  
, , ,
  
3. ta 3.
  
ta nven ta
  
3 ta 3
  
. . .
  
gr. nven grein
  
nven nkeog nven
  
grein nven grein
  
5 ta 5
  
ta nven ta
  
5 ta 5
  
) ) )
  
) ) )
  
) ) )
  
L. nken-s l.
  
nken-s nhee nken-s
  
l. nhfe lag
  
53/2003 ta 53
  
ta nven ta
  
53 ta 53
  
, , ,
  
, , ,
  
, , ,
  
1. ta 1.
  
ta nven ta
  
1 ta 1
  
. . .
  
gr. nven grein
  
nven nkeog nven
  
grein nven grein
  
IV ta iv
  
ta nven ta
  
iv nhen iv
  
. . .
  
. . .
  
. . .
  
kafli nken kafli
  
nken nkeog nken
  
kafli nken kafli
  
. . .
  
. . .
  
. . .
  
Um ao um
  
ao sng ao
  
um ao um
  
leiðbeiningarstarfsemi nven leiðbeiningarstarfsemi
  
nven nkeog nven
  
leiðbeiningarstarfsemi nven leiðbeiningarstarfsemi
  
. . .
  
. . .
  
. . .
  
17. ta 17.
  
ta nven ta
  
17 ta 17
  
. . .
  
gr. nven grein
  
nven nkeog nven
  
grein nven grein
  
Markmið nhen markmið
  
nhen nkeog nhen
  
markmið nhen markmið
  
. . .
  
. . .
  
. . .
  
Markmið nhen markmið
  
nhen nkeog nhen
  
markmið nhen markmið
  
leiðbeiningarþjónustu lkfnve leiðbeiningarþjónustur
  
lkfnve sng lkfnve
  
leiðbeiningarþjónustur nvfn leiðbeiningarþjónusta
  
samkvæmt aþ samkvæmt
  
aþ nhen aþ
  
samkvæmt aþ samkvæmt
  
lögum nhfþ lag
  
nhfþ nhen nhfþ
  
lag nhen lag
  
þessum fakeþ þessi
  
fakeþ nhen fakeþ
  
þessi faven þessi
  
er sfg3en vera
  
sfg3en nkeog sfg3en
  
vera sng vera
  
að cn að
  
cn e cn
  
að cn að
  
miðla sng miðla
  
sng nven sng
  
miðla sng miðla
  
upplýsingum nvfþ upplýsing
  
nvfþ nhen nvfþ
  
upplýsing nven upplýsing
  
til ae til
  
ae sng ae
  
til ae til
  
bænda nkfe bóndi
  
nkfe sng nkfe
  
bóndi nken bóndi
  
og c og
  
c x c
  
og c og
  
stuðla sng stuðla
  
sng nven sng
  
stuðla sng stuðla
  
með aþ með
  
aþ nhen aþ
  
með aþ með
  
því fpheþ það
  
fpheþ nhen fpheþ
  
það fphen það
  
að cn að
  
cn e cn
  
að cn að
  
bættum lkeþsf bættur
  
lkeþsf sfg3eþ lkeþsf
  
bættur sþgken bæta
  
búskaparháttum nkfþ búskaparháttur
  
nkfþ nhen nkfþ
  
búskaparháttur nken búskaparháttur
  
og c og
  
c x c
  
og c og
  
framförum nvfþ framför
  
nvfþ nhen nvfþ
  
framför nhfn framfar
  
í aþ í
  
aþ nhen aþ
  
í aþ í
  
búskap nkeo búskapur
  
nkeo sng nkeo
  
búskapur nken búskapur
  
, , ,
  
, , ,
  
, , ,
  
til ae til
  
ae sng ae
  
til ae til
  
hagsbóta nvfe hagsbót
  
nvfe sng nvfe
  
hagsbót nven hagsbót
  
og c og
  
c x c
  
og c og
  
